1,0
2.00E+00,0.00E+00
3.00E+00,5.00E-06
4.00E+00,3.00E-05
5.00E+00,1.78E-04
6.00E+00,9.00E-04
7.00E+00,3.95E-03
8.00E+00,1.51E-02
9.00E+00,5.03E-02
1.00E+01,1.47E-01
1.10E+01,3.75E-01
1.20E+01,8.49E-01
1.30E+01,1.71E+00
1.40E+01,3.09E+00
1.50E+01,5.04E+00
1.60E+01,7.54E+00
1.70E+01,1.04E+01
18,1.33E+01
19,1.59E+01
20,1.77E+01
21,1.85E+01
22,1.83E+01
23,1.75E+01
24,1.64E+01
25,1.56E+01
26,1.51E+01
27,1.49E+01
28,1.47E+01
29,1.43E+01
30,1.38E+01
31,1.33E+01
32,1.28E+01
33,1.25E+01
34,1.25E+01
35,12.58479
36,12.8692
37,13.14925
38,13.20436
39,12.85787
40,12.09797
41,11.11839
42,10.23161
43,9.7063
44,9.64011
45,9.9415
46,10.40667
47,10.82478
48,11.05524
49,11.05563
50,10.86372
51,10.55275
52,10.19213
53,9.83988
54,9.56302
55,9.45148
56,9.59455
57,10.02502
58,10.67249
59,11.36784
60,11.90751
61,12.14669
62,12.07205
63,11.81315
64,11.58402
65,11.58747
66,11.93647
67,12.62891
68,13.57003
69,14.61191
70,15.58879
71,16.34723
72,16.7733
73,16.81008
74,16.45862
75,15.76882
76,14.83577
77,13.81016
78,12.91286
79,12.42854
80,12.65246
81,13.78755
82,15.82519
83,18.47119
84,21.17289
85,23.26166
86,24.16702
87,23.61394
88,21.71261
89,18.89892
90,15.76074
91,12.84023
92,10.49998
93,8.8882
94,7.98057
95,7.65176
96,7.74017
97,8.09213
98,8.58548
99,9.13707
100,9.70049
101,10.26186
102,10.83611
103,11.4575
104,12.15771
105,12.93686
106,13.74648
107,14.50181
108,15.12108
109,15.56954
110,15.8811
111,16.1427
112,16.44666
113,16.83387
114,17.25979
115,17.60679
116,17.73875
117,17.56344
118,17.0626
119,16.27648
120,15.267
121,14.09562
122,12.8293
123,11.55726
124,10.39264
125,9.45133
126,8.82298
127,8.5535
128,8.64535
129,9.06648
130,9.75718
131,10.63342
132,11.59309
133,12.52914
134,13.3444
135,13.96061
136,14.32064
137,14.39052
138,14.16581
139,13.67862
140,12.99672
141,12.21118
142,11.41604
143,10.68622
144,10.05832
145,9.51932
146,9.01159
147,8.45934
148,7.80987
149,7.06876
150,6.30701
151,5.6336
152,5.14837
153,4.90207
154,4.88424
155,5.04195
156,5.31531
157,5.66794
158,6.09567
159,6.60889
160,7.19869
161,7.80661
162,8.31793
163,8.58842
164,8.49648
165,7.99693
166,7.14884
167,6.10213
168,5.04967
169,4.16854
170,3.5757
171,3.31096
172,3.34418
173,3.59523
174,3.95635
175,4.31299
176,4.56305
177,4.63463
178,4.4991
179,4.17518
180,3.72129
181,3.21846
182,2.75032
183,2.38823
184,2.18609
185,2.18392
186,2.41424
187,2.90389
188,3.66669
189,4.688
190,5.90774
191,7.21159
192,8.43826
193,9.4057
194,9.95111
195,9.97297
196,9.46059
197,8.49941
198,7.24914
199,5.90241
200,4.63952
201,3.59597
202,2.85268
203,2.44788
204,2.40086
205,2.73368
206,3.47974
207,4.67509
208,6.33602
209,8.433
210,10.87337
211,13.503
212,16.1304
213,18.56781
214,20.67529
215,22.39035
216,23.72962
217,24.76062
218,25.55614
219,26.15206
220,26.52775
221,26.61619
222,26.33682
223,25.63701
224,24.52839
225,23.10981
226,21.57229
227,20.18204
228,19.23863
229,19.01124
230,19.66613
231,21.20724
232,23.45373
233,26.06864
234,28.63681
235,30.77231
236,32.22334
237,32.94027
238,33.08217
239,32.95726
240,32.91641
241,33.23627
242,34.0313
243,35.22099
244,36.55616
245,37.68892
246,38.26075
247,37.98486
248,36.7068
249,34.43569
250,31.34409
251,27.73821
252,24.00328
253,20.53412
254,17.66489
255,15.61407
256,14.45683
257,14.12893
258,14.45727
259,15.20615
260,16.12645
261,16.998
262,17.65932
263,18.02288
264,18.07563
265,17.8669
