1,0
2.00E+00,0.00E+00
3.00E+00,9.00E-07
4.00E+00,6.30E-06
5.00E+00,3.48E-05
6.00E+00,1.73E-04
7.00E+00,7.45E-04
8.00E+00,2.78E-03
9.00E+00,9.05E-03
1.00E+01,2.57E-02
1.10E+01,6.39E-02
1.20E+01,1.40E-01
1.30E+01,2.74E-01
1.40E+01,4.82E-01
1.50E+01,7.73E-01
1.60E+01,1.15E+00
1.70E+01,1.60E+00
18,2.11E+00
19,2.69E+00
20,3.29E+00
21,3.86E+00
22,4.37E+00
23,4.78E+00
24,5.10E+00
25,5.38E+00
26,5.67E+00
27,6.03E+00
28,6.44E+00
29,6.86E+00
30,7.21E+00
31,7.42E+00
32,7.44E+00
33,7.29E+00
34,7.03E+00
35,6.778
36,6.63619
37,6.65044
38,6.79697
39,7.00243
40,7.19085
41,7.32383
42,7.40909
43,7.47867
44,7.55924
45,7.65602
46,7.75511
47,7.83591
48,7.88508
49,7.907
50,7.92579
51,7.97301
52,8.06384
53,8.17784
54,8.2627
55,8.26416
56,8.16244
57,7.98865
58,7.80891
59,7.68866
60,7.66223
61,7.72534
62,7.85005
63,8.00736
64,8.18172
65,8.36965
66,8.56573
67,8.74768
68,8.87461
69,8.9054
70,8.82967
71,8.68987
72,8.57399
73,8.57699
74,8.75245
75,9.08504
76,9.50094
77,9.90839
78,10.24237
79,10.48833
80,10.67621
81,10.85397
82,11.05829
83,11.29697
84,11.54809
85,11.77321
86,11.93597
87,12.01624
88,12.01196
89,11.92761
90,11.75762
91,11.47843
92,11.05882
93,10.48541
94,9.78667
95,9.03628
96,8.32951
97,7.74494
98,7.31526
99,7.02385
100,6.82613
101,6.67906
102,6.56043
103,6.46989
104,6.41666
105,6.40539
106,6.42973
107,6.47661
108,6.53758
109,6.61977
110,6.74888
111,6.96036
112,7.28126
113,7.71032
114,8.20631
115,8.69338
116,9.08572
117,9.32446
118,9.41007
119,9.41162
120,9.44283
121,9.61165
122,9.96603
123,10.46433
124,10.98971
125,11.40594
126,11.6284
127,11.67245
128,11.6506
129,11.71599
130,11.9785
131,12.43488
132,12.94829
133,13.28906
134,13.22061
135,12.59483
136,11.41711
137,9.85385
138,8.17912
139,6.68351
140,5.58375
141,4.96851
142,4.79511
143,4.92769
144,5.19336
145,5.43331
146,5.53627
147,5.4515
148,5.18473
149,4.78275
150,4.31385
151,3.85174
152,3.46798
153,3.23299
154,3.2198
155,3.50166
156,4.13787
157,5.14908
158,6.49275
159,8.05268
160,9.65371
161,11.1011
162,12.23283
163,12.96632
164,13.32283
165,13.42043
166,13.43648
167,13.54947
168,13.87837
169,14.44098
170,15.1482
171,15.83725
172,16.32907
173,16.48412
174,16.23398
175,15.58117
176,14.57663
177,13.29288
178,11.80718
179,10.19829
180,8.55028
181,6.95329
182,5.49559
183,4.24896
184,3.25486
185,2.51843
186,2.01326
187,1.69367
188,1.5089
189,1.41415
190,1.37628
191,1.37502
192,1.40155
193,1.45635
194,1.54685
195,1.68452
196,1.8807
197,2.1412
198,2.46095
199,2.82083
200,3.18906
201,3.52742
202,3.8004
203,3.98333
204,4.06609
205,4.05133
206,3.94936
207,3.77323
208,3.53669
209,3.25514
210,2.9474
211,2.63572
212,2.34302
213,2.08854
214,1.88403
215,1.73229
216,1.62853
217,1.56363
218,1.528
219,1.51486
220,1.52252
221,1.55556
222,1.6249
223,1.74616
224,1.93602
225,2.20624
226,2.55644
227,2.96786
228,3.40134
229,3.80181
230,4.10942
231,4.27452
232,4.27162
233,4.10758
234,3.82174
235,3.47888
236,3.1582
237,2.94198
238,2.90578
239,3.10986
240,3.5903
241,4.34897
242,5.34428
243,6.48736
244,7.64938
245,8.68242
246,9.45133
247,9.86721
248,9.91141
249,9.64058
250,9.17086
251,8.64624
252,8.20168
253,7.93161
254,7.87128
255,7.99361
256,8.22031
257,8.44342
258,8.55215
259,8.45902
260,8.11917
261,7.53818
262,6.76697
263,5.88595
264,4.98418
265,4.14007
