1,0
2.00E+00,0.00E+00
3.00E+00,1.20E-06
4.00E+00,6.30E-06
5.00E+00,3.60E-05
6.00E+00,1.83E-04
7.00E+00,8.05E-04
8.00E+00,3.07E-03
9.00E+00,1.02E-02
1.00E+01,2.94E-02
1.10E+01,7.39E-02
1.20E+01,1.63E-01
1.30E+01,3.14E-01
1.40E+01,5.35E-01
1.50E+01,8.08E-01
1.60E+01,1.10E+00
1.70E+01,1.36E+00
18,1.57E+00
19,1.73E+00
20,1.88E+00
21,2.06E+00
22,2.28E+00
23,2.56E+00
24,2.89E+00
25,3.22E+00
26,3.52E+00
27,3.74E+00
28,3.87E+00
29,3.95E+00
30,4.01E+00
31,4.09E+00
32,4.21E+00
33,4.36E+00
34,4.52E+00
35,4.69267
36,4.85194
37,4.99267
38,5.10368
39,5.17898
40,5.22919
41,5.2854
42,5.3875
43,5.5621
44,5.80408
45,6.07321
46,6.3078
47,6.44938
48,6.46811
49,6.37653
50,6.22254
51,6.06409
52,5.94065
53,5.85849
54,5.79618
55,5.72371
56,5.62431
57,5.50959
58,5.42049
59,5.4109
60,5.52039
61,5.7525
62,6.07231
63,6.42263
64,6.74532
65,6.99641
66,7.15378
67,7.22011
68,7.21985
69,7.18625
70,7.14165
71,7.08408
72,6.9931
73,6.85353
74,6.68007
75,6.52292
76,6.44817
77,6.50467
78,6.69681
79,6.9787
80,7.27333
81,7.50787
82,7.64678
83,7.70479
84,7.73386
85,7.79465
86,7.93111
87,8.15907
88,8.46748
89,8.82491
90,9.18802
91,9.51345
92,9.77259
93,9.96236
94,10.10293
95,10.22064
96,10.32707
97,10.41082
98,10.44963
99,10.43249
100,10.37111
101,10.28928
102,10.1993
103,10.08632
104,9.91391
105,9.64541
106,9.26392
107,8.77823
108,8.21598
109,7.61494
110,7.02046
111,6.48667
112,6.07219
113,5.82453
114,5.75926
115,5.84852
116,6.03088
117,6.24126
118,6.44483
119,6.65352
120,6.91233
121,7.26171
122,7.69904
123,8.16484
124,8.56423
125,8.81151
126,8.8719
127,8.77776
128,8.61421
129,8.4857
130,8.48221
131,8.65898
132,9.03352
133,9.59376
134,10.30624
135,11.11624
136,11.94005
137,12.65974
138,13.13253
139,13.21906
140,12.82258
141,11.92283
142,10.59013
143,8.97406
144,7.27034
145,5.6766
146,4.35031
147,3.38129
148,2.78587
149,2.52184
150,2.51585
151,2.69142
152,2.98768
153,3.36444
154,3.7951
155,4.25374
156,4.70396
157,5.09591
158,5.37375
159,5.49103
160,5.42778
161,5.2029
162,4.87801
163,4.55256
164,4.35202
165,4.41086
166,4.8507
167,5.75482
168,7.14296
169,8.95376
170,11.04263
171,13.19922
172,15.18276
173,16.76749
174,17.78693
175,18.16483
176,17.92317
177,17.16333
178,16.02666
179,14.6498
180,13.13372
181,11.53858
182,9.90203
183,8.26568
184,6.69104
185,5.25534
186,4.03132
187,3.06465
188,2.3619
189,1.89387
190,1.60993
191,1.45496
192,1.38212
193,1.35879
194,1.36705
195,1.40105
196,1.46368
197,1.56296
198,1.70836
199,1.90664
200,2.15768
201,2.45145
202,2.7676
203,3.07823
204,3.35349
205,3.56793
206,3.70544
207,3.76106
208,3.7396
209,3.65216
210,3.51233
211,3.33345
212,3.1278
213,2.90771
214,2.68762
215,2.4862
216,2.32665
217,2.23411
218,2.22984
219,2.3235
220,2.506
221,2.74646
222,2.99576
223,3.19711
224,3.30079
225,3.27802
226,3.12858
227,2.87915
228,2.57353
229,2.25898
230,1.97416
231,1.74243
232,1.57126
233,1.45634
234,1.38735
235,1.35347
236,1.34755
237,1.36902
238,1.42622
239,1.5383
240,1.73599
241,2.05972
242,2.55285
243,3.24894
244,4.15472
245,5.23382
246,6.39935
247,7.52257
248,8.45949
249,9.08915
250,9.35002
251,9.25954
252,8.90801
253,8.42858
254,7.95526
255,7.58463
256,7.35441
257,7.24358
258,7.1907
259,7.12142
260,6.97462
261,6.71927
262,6.35834
263,5.92119
264,5.44962
265,4.98407
